-4.396260190460381523e-01,4.504693753111824878e-02,2.172323544144914464e+00,7.149912927056679968e-02,2.510374389525721339e-01,-3.844274682363753026e-01,8.636927404392027996e-02,1.904183694101753421e-02,3.382592200964262830e-02,3.547524916021665975e-01
-3.768223020394607103e-01,4.504693753111824878e-02,2.172323544144914464e+00,7.149912927056679968e-02,2.510374389525721339e-01,-3.844274682363753026e-01,8.636927404392027996e-02,1.904183694101753421e-02,3.382592200964262830e-02,3.130276507021478305e-01
-3.140185850328834349e-01,4.504693753111824878e-02,2.172323544144914464e+00,7.149912927056679968e-02,2.510374389525721339e-01,-3.844274682363753026e-01,8.636927404392027996e-02,1.904183694101753421e-02,3.382592200964262830e-02,2.685983206484421904e-01
-2.512148680263060485e-01,4.504693753111824878e-02,2.172323544144914464e+00,7.149912927056679968e-02,2.510374389525721339e-01,-3.844274682363753026e-01,8.636927404392027996e-02,1.904183694101753421e-02,3.382592200964262830e-02,2.212903653474835031e-01
-1.884111510197322148e-01,4.504693753111824878e-02,2.172323544144914464e+00,7.149912927056679968e-02,2.510374389525721339e-01,-3.844274682363753026e-01,8.636927404392027996e-02,1.904183694101753421e-02,3.382592200964262830e-02,1.709499292062768849e-01
-1.256074340131547451e-01,4.504693753111824878e-02,2.172323544144914464e+00,7.149912927056679968e-02,2.510374389525721339e-01,-3.844274682363753026e-01,8.636927404392027996e-02,1.904183694101753421e-02,3.382592200964262830e-02,1.178683059921226545e-01
-6.280371700657388923e-02,4.504693753111824878e-02,2.172323544144914464e+00,7.149912927056679968e-02,2.510374389525721339e-01,-3.844274682363753026e-01,8.636927404392027996e-02,1.904183694101753421e-02,3.382592200964262830e-02,6.539482889143589939e-02
0.000000000000000000e+00,4.504693753111824878e-02,2.172323544144914464e+00,7.149912927056679968e-02,2.510374389525721339e-01,-3.844274682363753026e-01,8.636927404392027996e-02,1.904183694101753421e-02,3.382592200964262830e-02,2.436936574163338018e-02
6.280371700657387535e-02,4.504693753111824878e-02,2.172323544144914464e+00,7.149912927056679968e-02,2.510374389525721339e-01,-3.844274682363753026e-01,8.636927404392027996e-02,1.904183694101753421e-02,3.382592200964262830e-02,4.842091672006114574e-03
-4.396260190460381523e-01,4.662364484665485614e-02,4.154648064733986956e+00,2.455067247311329068e-02,2.317625951017733277e-01,-1.445979462024198359e-01,4.599324629319687108e-02,3.681380136067888970e-02,1.427627617818367362e-02,3.561621643542792759e-01
-3.768223020394607103e-01,4.662364484665485614e-02,4.154648064733986956e+00,2.455067247311329068e-02,2.317625951017733277e-01,-1.445979462024198359e-01,4.599324629319687108e-02,3.681380136067888970e-02,1.427627617818367362e-02,3.144731336862081061e-01
-3.140185850328834349e-01,4.662364484665485614e-02,4.154648064733986956e+00,2.455067247311329068e-02,2.317625951017733277e-01,-1.445979462024198359e-01,4.599324629319687108e-02,3.681380136067888970e-02,1.427627617818367362e-02,2.700819113214750766e-01
-2.512148680263060485e-01,4.662364484665485614e-02,4.154648064733986956e+00,2.455067247311329068e-02,2.317625951017733277e-01,-1.445979462024198359e-01,4.599324629319687108e-02,3.681380136067888970e-02,1.427627617818367362e-02,2.228133484001185716e-01
-1.884111510197322148e-01,4.662364484665485614e-02,4.154648064733986956e+00,2.455067247311329068e-02,2.317625951017733277e-01,-1.445979462024198359e-01,4.599324629319687108e-02,3.681380136067888970e-02,1.427627617818367362e-02,1.724813308451468019e-01
-1.256074340131547451e-01,4.662364484665485614e-02,4.154648064733986956e+00,2.455067247311329068e-02,2.317625951017733277e-01,-1.445979462024198359e-01,4.599324629319687108e-02,3.681380136067888970e-02,1.427627617818367362e-02,1.189322493667917952e-01
-6.280371700657388923e-02,4.662364484665485614e-02,4.154648064733986956e+00,2.455067247311329068e-02,2.317625951017733277e-01,-1.445979462024198359e-01,4.599324629319687108e-02,3.681380136067888970e-02,1.427627617818367362e-02,6.347922977029049618e-02
0.000000000000000000e+00,4.662364484665485614e-02,4.154648064733986956e+00,2.455067247311329068e-02,2.317625951017733277e-01,-1.445979462024198359e-01,4.599324629319687108e-02,3.681380136067888970e-02,1.427627617818367362e-02,1.854730112186505839e-02
6.280371700657387535e-02,4.662364484665485614e-02,4.154648064733986956e+00,2.455067247311329068e-02,2.317625951017733277e-01,-1.445979462024198359e-01,4.599324629319687108e-02,3.681380136067888970e-02,1.427627617818367362e-02,1.787673088699996173e-03
-4.396260190460381523e-01,4.744278559100511550e-01,2.597193419977768869e+00,1.749784328034564157e-02,7.778731808467745923e-01,-7.749603727283627119e-01,1.453020416207959631e-01,3.342223948726127242e-02,1.754524016666115377e-02,3.630705704829517155e-01
-3.768223020394607103e-01,4.744278559100511550e-01,2.597193419977768869e+00,1.749784328034564157e-02,7.778731808467745923e-01,-7.749603727283627119e-01,1.453020416207959631e-01,3.342223948726127242e-02,1.754524016666115377e-02,3.244529006093404000e-01
-3.140185850328834349e-01,4.744278559100511550e-01,2.597193419977768869e+00,1.749784328034564157e-02,7.778731808467745923e-01,-7.749603727283627119e-01,1.453020416207959631e-01,3.342223948726127242e-02,1.754524016666115377e-02,2.842620215465702649e-01
-2.512148680263060485e-01,4.744278559100511550e-01,2.597193419977768869e+00,1.749784328034564157e-02,7.778731808467745923e-01,-7.749603727283627119e-01,1.453020416207959631e-01,3.342223948726127242e-02,1.754524016666115377e-02,2.427877191133017698e-01
-1.884111510197322148e-01,4.744278559100511550e-01,2.597193419977768869e+00,1.749784328034564157e-02,7.778731808467745923e-01,-7.749603727283627119e-01,1.453020416207959631e-01,3.342223948726127242e-02,1.754524016666115377e-02,2.004992686862026863e-01
-1.256074340131547451e-01,4.744278559100511550e-01,2.597193419977768869e+00,1.749784328034564157e-02,7.778731808467745923e-01,-7.749603727283627119e-01,1.453020416207959631e-01,3.342223948726127242e-02,1.754524016666115377e-02,1.581277454561593465e-01
-6.280371700657388923e-02,4.744278559100511550e-01,2.597193419977768869e+00,1.749784328034564157e-02,7.778731808467745923e-01,-7.749603727283627119e-01,1.453020416207959631e-01,3.342223948726127242e-02,1.754524016666115377e-02,1.167971922356658837e-01
0.000000000000000000e+00,4.744278559100511550e-01,2.597193419977768869e+00,1.749784328034564157e-02,7.778731808467745923e-01,-7.749603727283627119e-01,1.453020416207959631e-01,3.342223948726127242e-02,1.754524016666115377e-02,7.823730119937551131e-02
6.280371700657387535e-02,4.744278559100511550e-01,2.597193419977768869e+00,1.749784328034564157e-02,7.778731808467745923e-01,-7.749603727283627119e-01,1.453020416207959631e-01,3.342223948726127242e-02,1.754524016666115377e-02,4.505812554557664384e-02
1.256074340131547729e-01,4.744278559100511550e-01,2.597193419977768869e+00,1.749784328034564157e-02,7.778731808467745923e-01,-7.749603727283627119e-01,1.453020416207959631e-01,3.342223948726127242e-02,1.754524016666115377e-02,2.063826975420848461e-02
